Algorithm,EBM,EBM
Set,Train,Valid
Sensitivity,0.0 [0.0-0.08],0.0 [0.0-0.0]
Specificity,1.0 [1.0-1.0],1.0 [0.94-1.0]
FPR,0.0 [0.0-0.0],0.0 [0.0-0.06]
FNR,1.0 [0.92-1.0],1.0 [1.0-1.0]
Precision,0.0 [0.0-1.0],0.0 [0.0-0.0]
PPV,nan [nan-nan],nan [nan-nan]
NPV,0.713 [0.71-0.73],0.708 [0.7-0.75]
F1,0.0 [0.0-0.15],0.0 [0.0-0.0]
F2,0.0 [0.0-0.1],0.0 [0.0-0.0]
ROCAUC,0.788 [0.75-0.83],0.539 [0.34-0.72]
Brier,0.185 [0.17-0.2],0.207 [0.18-0.24]
PRAUC,0.605 [0.55-0.67],0.365 [0.24-0.55]
